date,sex,age_group,council_area_2019,main_client_group,number_of_people,council_area,financial_year
2021-03-31,Female,65-74,S12000028,All Adults,58,South Ayrshire,2020/21
2021-03-31,Female,65-74,S12000029,All Adults,120,South Lanarkshire,2020/21
2021-03-31,Female,65-74,S12000030,All Adults,34,Stirling,2020/21
2021-03-31,Female,65-74,S12000033,All Adults,82,Aberdeen City,2020/21
2021-03-31,Female,65-74,S12000034,All Adults,88,Aberdeenshire,2020/21
2021-03-31,Female,65-74,S12000036,All Adults,110,City of Edinburgh,2020/21
2021-03-31,Female,65-74,S12000038,All Adults,71,Renfrewshire,2020/21
2021-03-31,Female,65-74,S12000039,All Adults,35,West Dunbartonshire,2020/21
2021-03-31,Female,65-74,S12000040,All Adults,77,West Lothian,2020/21
2021-03-31,Female,65-74,S12000041,All Adults,55,Angus,2020/21
2021-03-31,Female,65-74,S12000042,All Adults,59,Dundee City,2020/21
2021-03-31,Female,65-74,S12000045,All Adults,27,East Dunbartonshire,2020/21
2021-03-31,Female,65-74,S12000047,All Adults,191,Fife,2020/21
2021-03-31,Female,65-74,S12000048,All Adults,56,Perth and Kinross,2020/21
2021-03-31,Female,65-74,S12000049,All Adults,249,Glasgow City,2020/21
2021-03-31,Female,65-74,S12000050,All Adults,98,North Lanarkshire,2020/21
2021-03-31,Female,65-74,S92000003,All Adults,1964,Scotland,2020/21
2021-03-31,Female,75-84,S12000005,All Adults,45,Clackmannanshire,2020/21
2021-03-31,Female,75-84,S12000006,All Adults,216,Dumfries and Galloway,2020/21
2021-03-31,Female,75-84,S12000008,All Adults,159,East Ayrshire,2020/21
2021-03-31,Female,75-84,S12000010,All Adults,117,East Lothian,2020/21
2021-03-31,Female,75-84,S12000011,All Adults,118,East Renfrewshire,2020/21
2021-03-31,Female,75-84,S12000013,All Adults,41,Na h-Eileanan Siar,2020/21
2021-03-31,Female,75-84,S12000014,All Adults,213,Falkirk,2020/21
2021-03-31,Female,75-84,S12000017,All Adults,280,Highland,2020/21
2021-03-31,Female,75-84,S12000018,All Adults,130,Inverclyde,2020/21
2021-03-31,Female,75-84,S12000019,All Adults,85,Midlothian,2020/21
2021-03-31,Female,75-84,S12000020,All Adults,111,Moray,2020/21
2021-03-31,Female,75-84,S12000021,All Adults,195,North Ayrshire,2020/21
2021-03-31,Female,75-84,S12000023,All Adults,15,Orkney Islands,2020/21
2021-03-31,Female,75-84,S12000026,All Adults,105,Scottish Borders,2020/21
2021-03-31,Female,75-84,S12000027,All Adults,12,Shetland Islands,2020/21
2021-03-31,Female,75-84,S12000028,All Adults,192,South Ayrshire,2020/21
2021-03-31,Female,75-84,S12000029,All Adults,370,South Lanarkshire,2020/21
2021-03-31,Female,75-84,S12000033,All Adults,217,Aberdeen City,2020/21
2021-03-31,Female,75-84,S12000034,All Adults,246,Aberdeenshire,2020/21
2021-03-31,Female,75-84,S12000035,All Adults,89,Argyll and Bute,2020/21
2021-03-31,Female,75-84,S12000036,All Adults,476,City of Edinburgh,2020/21
2021-03-31,Female,75-84,S12000038,All Adults,206,Renfrewshire,2020/21
2021-03-31,Female,75-84,S12000039,All Adults,137,West Dunbartonshire,2020/21
2021-03-31,Female,75-84,S12000040,All Adults,203,West Lothian,2020/21
2021-03-31,Female,75-84,S12000041,All Adults,162,Angus,2020/21
2021-03-31,Female,75-84,S12000042,All Adults,189,Dundee City,2020/21
2021-03-31,Female,75-84,S12000045,All Adults,136,East Dunbartonshire,2020/21
2021-03-31,Female,75-84,S12000047,All Adults,468,Fife,2020/21
2021-03-31,Female,75-84,S12000048,All Adults,209,Perth and Kinross,2020/21
2021-03-31,Female,75-84,S12000049,All Adults,662,Glasgow City,2020/21
2021-03-31,Female,75-84,S12000050,All Adults,328,North Lanarkshire,2020/21
2021-03-31,Female,75-84,S92000003,All Adults,6192,Scotland,2020/21
2021-03-31,Female,85-94,S12000005,All Adults,52,Clackmannanshire,2020/21
2021-03-31,Female,85-94,S12000006,All Adults,299,Dumfries and Galloway,2020/21
2021-03-31,Female,85-94,S12000008,All Adults,224,East Ayrshire,2020/21
2021-03-31,Female,85-94,S12000010,All Adults,183,East Lothian,2020/21
2021-03-31,Female,85-94,S12000011,All Adults,183,East Renfrewshire,2020/21
2021-03-31,Female,85-94,S12000013,All Adults,73,Na h-Eileanan Siar,2020/21
2021-03-31,Female,85-94,S12000014,All Adults,266,Falkirk,2020/21
2021-03-31,Female,85-94,S12000017,All Adults,501,Highland,2020/21
2021-03-31,Female,85-94,S12000018,All Adults,186,Inverclyde,2020/21
2021-03-31,Female,85-94,S12000019,All Adults,112,Midlothian,2020/21
2021-03-31,Female,85-94,S12000020,All Adults,152,Moray,2020/21
2021-03-31,Female,85-94,S12000021,All Adults,224,North Ayrshire,2020/21
2021-03-31,Female,85-94,S12000023,All Adults,46,Orkney Islands,2020/21
2021-03-31,Female,85-94,S12000026,All Adults,213,Scottish Borders,2020/21
2021-03-31,Female,85-94,S12000027,All Adults,28,Shetland Islands,2020/21
2021-03-31,Female,85-94,S12000028,All Adults,278,South Ayrshire,2020/21
2021-03-31,Female,85-94,S12000029,All Adults,586,South Lanarkshire,2020/21
2021-03-31,Female,85-94,S12000030,All Adults,84,Stirling,2020/21
2021-03-31,Female,85-94,S12000033,All Adults,396,Aberdeen City,2020/21
2021-03-31,Female,85-94,S12000034,All Adults,497,Aberdeenshire,2020/21
2021-03-31,Female,85-94,S12000035,All Adults,184,Argyll and Bute,2020/21
2021-03-31,Female,85-94,S12000036,All Adults,894,City of Edinburgh,2020/21
2021-03-31,Female,85-94,S12000038,All Adults,364,Renfrewshire,2020/21
2021-03-31,Female,85-94,S12000039,All Adults,166,West Dunbartonshire,2020/21
2021-03-31,Female,85-94,S12000040,All Adults,200,West Lothian,2020/21
2021-03-31,Female,85-94,S12000041,All Adults,316,Angus,2020/21
2021-03-31,Female,85-94,S12000042,All Adults,291,Dundee City,2020/21
2021-03-31,Female,85-94,S12000045,All Adults,239,East Dunbartonshire,2020/21
2021-03-31,Female,85-94,S12000047,All Adults,771,Fife,2020/21
2021-03-31,Female,85-94,S12000048,All Adults,403,Perth and Kinross,2020/21
2021-03-31,Female,85-94,S12000049,All Adults,947,Glasgow City,2020/21
2021-03-31,Female,85-94,S12000050,All Adults,411,North Lanarkshire,2020/21
2021-03-31,Female,85-94,S92000003,All Adults,9801,Scotland,2020/21
2021-03-31,Female,95 and Older,S12000006,All Adults,88,Dumfries and Galloway,2020/21
2021-03-31,Female,95 and Older,S12000008,All Adults,63,East Ayrshire,2020/21
2021-03-31,Female,95 and Older,S12000010,All Adults,56,East Lothian,2020/21
2021-03-31,Female,95 and Older,S12000011,All Adults,55,East Renfrewshire,2020/21
2021-03-31,Female,95 and Older,S12000013,All Adults,11,Na h-Eileanan Siar,2020/21
2021-03-31,Female,95 and Older,S12000014,All Adults,47,Falkirk,2020/21
2021-03-31,Female,95 and Older,S12000017,All Adults,146,Highland,2020/21
2021-03-31,Female,95 and Older,S12000018,All Adults,45,Inverclyde,2020/21
2021-03-31,Female,95 and Older,S12000019,All Adults,16,Midlothian,2020/21
2021-03-31,Female,95 and Older,S12000021,All Adults,46,North Ayrshire,2020/21
2021-03-31,Female,95 and Older,S12000026,All Adults,67,Scottish Borders,2020/21
2021-03-31,Female,95 and Older,S12000028,All Adults,86,South Ayrshire,2020/21
2021-03-31,Female,95 and Older,S12000029,All Adults,145,South Lanarkshire,2020/21
2021-03-31,Female,95 and Older,S12000033,All Adults,84,Aberdeen City,2020/21
2021-03-31,Female,95 and Older,S12000034,All Adults,129,Aberdeenshire,2020/21
2021-03-31,Female,95 and Older,S12000036,All Adults,222,City of Edinburgh,2020/21
2021-03-31,Female,95 and Older,S12000038,All Adults,83,Renfrewshire,2020/21
2021-03-31,Female,95 and Older,S12000040,All Adults,46,West Lothian,2020/21
2021-03-31,Female,95 and Older,S12000041,All Adults,112,Angus,2020/21
2021-03-31,Female,95 and Older,S12000042,All Adults,54,Dundee City,2020/21
2021-03-31,Female,95 and Older,S12000045,All Adults,42,East Dunbartonshire,2020/21
2021-03-31,Female,95 and Older,S12000047,All Adults,221,Fife,2020/21
2021-03-31,Female,95 and Older,S12000048,All Adults,110,Perth and Kinross,2020/21
2021-03-31,Female,95 and Older,S12000049,All Adults,266,Glasgow City,2020/21
2021-03-31,Female,95 and Older,S12000050,All Adults,62,North Lanarkshire,2020/21
2021-03-31,Female,95 and Older,S92000003,All Adults,2469,Scotland,2020/21
2021-03-31,Male,18-64,S12000005,All Adults,47,Clackmannanshire,2020/21
2021-03-31,Male,18-64,S12000006,All Adults,49,Dumfries and Galloway,2020/21
2021-03-31,Male,18-64,S12000008,All Adults,44,East Ayrshire,2020/21
2021-03-31,Male,18-64,S12000011,All Adults,63,East Renfrewshire,2020/21
2021-03-31,Male,18-64,S12000013,All Adults,5,Na h-Eileanan Siar,2020/21
2021-03-31,Male,18-64,S12000014,All Adults,43,Falkirk,2020/21
2021-03-31,Male,18-64,S12000017,All Adults,115,Highland,2020/21
2021-03-31,Male,18-64,S12000018,All Adults,31,Inverclyde,2020/21
2021-03-31,Male,18-64,S12000019,All Adults,26,Midlothian,2020/21
2021-03-31,Male,18-64,S12000021,All Adults,49,North Ayrshire,2020/21
2021-03-31,Male,18-64,S12000026,All Adults,35,Scottish Borders,2020/21
2021-03-31,Male,18-64,S12000028,All Adults,42,South Ayrshire,2020/21
2021-03-31,Male,18-64,S12000029,All Adults,179,South Lanarkshire,2020/21
2021-03-31,Male,18-64,S12000030,All Adults,105,Stirling,2020/21
2021-03-31,Male,18-64,S12000033,All Adults,108,Aberdeen City,2020/21
2021-03-31,Male,18-64,S12000034,All Adults,79,Aberdeenshire,2020/21
2021-03-31,Male,18-64,S12000036,All Adults,73,City of Edinburgh,2020/21
2021-03-31,Male,18-64,S12000038,All Adults,56,Renfrewshire,2020/21
2021-03-31,Male,18-64,S12000040,All Adults,21,West Lothian,2020/21
2021-03-31,Male,18-64,S12000041,All Adults,33,Angus,2020/21
2021-03-31,Male,18-64,S12000042,All Adults,26,Dundee City,2020/21
2021-03-31,Male,18-64,S12000045,All Adults,10,East Dunbartonshire,2020/21
2021-03-31,Male,18-64,S12000047,All Adults,109,Fife,2020/21
2021-03-31,Male,18-64,S12000048,All Adults,120,Perth and Kinross,2020/21
2021-03-31,Male,18-64,S12000049,All Adults,301,Glasgow City,2020/21
2021-03-31,Male,18-64,S12000050,All Adults,84,North Lanarkshire,2020/21
2021-03-31,Male,18-64,S92000003,All Adults,1863,Scotland,2020/21
2021-03-31,Male,65-74,S12000006,All Adults,59,Dumfries and Galloway,2020/21
2021-03-31,Male,65-74,S12000008,All Adults,53,East Ayrshire,2020/21
2021-03-31,Male,65-74,S12000011,All Adults,33,East Renfrewshire,2020/21
2021-03-31,Male,65-74,S12000013,All Adults,7,Na h-Eileanan Siar,2020/21
2021-03-31,Male,65-74,S12000014,All Adults,35,Falkirk,2020/21
2021-03-31,Male,65-74,S12000017,All Adults,93,Highland,2020/21
2021-03-31,Male,65-74,S12000018,All Adults,29,Inverclyde,2020/21
2021-03-31,Male,65-74,S12000019,All Adults,32,Midlothian,2020/21
2021-03-31,Male,65-74,S12000021,All Adults,63,North Ayrshire,2020/21
2021-03-31,Male,65-74,S12000026,All Adults,15,Scottish Borders,2020/21
2021-03-31,Male,65-74,S12000028,All Adults,42,South Ayrshire,2020/21
2021-03-31,Male,65-74,S12000029,All Adults,147,South Lanarkshire,2020/21
2021-03-31,Male,65-74,S12000030,All Adults,44,Stirling,2020/21
2021-03-31,Male,65-74,S12000033,All Adults,67,Aberdeen City,2020/21
2021-03-31,Male,65-74,S12000034,All Adults,74,Aberdeenshire,2020/21
2021-03-31,Male,65-74,S12000036,All Adults,104,City of Edinburgh,2020/21
2021-03-31,Male,65-74,S12000038,All Adults,67,Renfrewshire,2020/21
2021-03-31,Male,65-74,S12000039,All Adults,22,West Dunbartonshire,2020/21
2021-03-31,Male,65-74,S12000040,All Adults,39,West Lothian,2020/21
2021-03-31,Male,65-74,S12000041,All Adults,33,Angus,2020/21
2021-03-31,Male,65-74,S12000042,All Adults,42,Dundee City,2020/21
2021-03-31,Male,65-74,S12000045,All Adults,27,East Dunbartonshire,2020/21
2021-03-31,Male,65-74,S12000047,All Adults,125,Fife,2020/21
2021-03-31,Male,65-74,S12000048,All Adults,55,Perth and Kinross,2020/21
2021-03-31,Male,65-74,S12000049,All Adults,269,Glasgow City,2020/21
2021-03-31,Male,65-74,S12000050,All Adults,98,North Lanarkshire,2020/21
2021-03-31,Male,65-74,S92000003,All Adults,1753,Scotland,2020/21
2021-03-31,Male,75-84,S12000005,All Adults,34,Clackmannanshire,2020/21
2021-03-31,Male,75-84,S12000006,All Adults,95,Dumfries and Galloway,2020/21
2021-03-31,Male,75-84,S12000008,All Adults,80,East Ayrshire,2020/21
2021-03-31,Male,75-84,S12000010,All Adults,62,East Lothian,2020/21
2021-03-31,Male,75-84,S12000011,All Adults,37,East Renfrewshire,2020/21
2021-03-31,Male,75-84,S12000013,All Adults,29,Na h-Eileanan Siar,2020/21
2021-03-31,Male,75-84,S12000014,All Adults,92,Falkirk,2020/21
2021-03-31,Male,75-84,S12000017,All Adults,169,Highland,2020/21
2021-03-31,Male,75-84,S12000018,All Adults,69,Inverclyde,2020/21
2021-03-31,Male,75-84,S12000019,All Adults,40,Midlothian,2020/21
2021-03-31,Male,75-84,S12000020,All Adults,65,Moray,2020/21
2021-03-31,Male,75-84,S12000021,All Adults,91,North Ayrshire,2020/21
2021-03-31,Male,75-84,S12000023,All Adults,11,Orkney Islands,2020/21
2021-03-31,Male,75-84,S12000026,All Adults,50,Scottish Borders,2020/21
2021-03-31,Male,75-84,S12000027,All Adults,10,Shetland Islands,2020/21
2021-03-31,Male,75-84,S12000028,All Adults,90,South Ayrshire,2020/21
2021-03-31,Male,75-84,S12000029,All Adults,186,South Lanarkshire,2020/21
2021-03-31,Male,75-84,S12000033,All Adults,101,Aberdeen City,2020/21
2021-03-31,Male,75-84,S12000034,All Adults,144,Aberdeenshire,2020/21
2021-03-31,Male,75-84,S12000035,All Adults,50,Argyll and Bute,2020/21
2021-03-31,Male,75-84,S12000036,All Adults,227,City of Edinburgh,2020/21
2021-03-31,Male,75-84,S12000038,All Adults,133,Renfrewshire,2020/21
2021-03-31,Male,75-84,S12000039,All Adults,40,West Dunbartonshire,2020/21
2021-03-31,Male,75-84,S12000040,All Adults,95,West Lothian,2020/21
2021-03-31,Male,75-84,S12000041,All Adults,68,Angus,2020/21
2021-03-31,Male,75-84,S12000042,All Adults,89,Dundee City,2020/21
2021-03-31,Male,75-84,S12000045,All Adults,49,East Dunbartonshire,2020/21
2021-03-31,Male,75-84,S12000047,All Adults,239,Fife,2020/21
2021-03-31,Male,75-84,S12000048,All Adults,101,Perth and Kinross,2020/21
2021-03-31,Male,75-84,S12000049,All Adults,407,Glasgow City,2020/21
2021-03-31,Male,75-84,S12000050,All Adults,129,North Lanarkshire,2020/21
2021-03-31,Male,75-84,S92000003,All Adults,3117,Scotland,2020/21
2021-03-31,Male,85-94,S12000005,All Adults,20,Clackmannanshire,2020/21
2021-03-31,Male,85-94,S12000006,All Adults,95,Dumfries and Galloway,2020/21
2021-03-31,Male,85-94,S12000008,All Adults,59,East Ayrshire,2020/21
2021-03-31,Male,85-94,S12000010,All Adults,72,East Lothian,2020/21
2021-03-31,Male,85-94,S12000011,All Adults,39,East Renfrewshire,2020/21
2021-03-31,Male,85-94,S12000013,All Adults,14,Na h-Eileanan Siar,2020/21
2021-03-31,Male,85-94,S12000014,All Adults,83,Falkirk,2020/21
2021-03-31,Male,85-94,S12000017,All Adults,181,Highland,2020/21
2021-03-31,Male,85-94,S12000018,All Adults,50,Inverclyde,2020/21
2021-03-31,Male,85-94,S12000019,All Adults,38,Midlothian,2020/21
2021-03-31,Male,85-94,S12000020,All Adults,67,Moray,2020/21
2021-03-31,Male,85-94,S12000021,All Adults,60,North Ayrshire,2020/21
2021-03-31,Male,85-94,S12000023,All Adults,9,Orkney Islands,2020/21
2021-03-31,Male,85-94,S12000026,All Adults,51,Scottish Borders,2020/21
2021-03-31,Male,85-94,S12000027,All Adults,17,Shetland Islands,2020/21
2021-03-31,Male,85-94,S12000028,All Adults,88,South Ayrshire,2020/21
2021-03-31,Male,85-94,S12000029,All Adults,162,South Lanarkshire,2020/21
2021-03-31,Male,85-94,S12000030,All Adults,44,Stirling,2020/21
2021-03-31,Male,85-94,S12000033,All Adults,92,Aberdeen City,2020/21
2021-03-31,Male,85-94,S12000034,All Adults,185,Aberdeenshire,2020/21
2021-03-31,Male,85-94,S12000035,All Adults,41,Argyll and Bute,2020/21
2021-03-31,Male,85-94,S12000036,All Adults,282,City of Edinburgh,2020/21
2021-03-31,Male,85-94,S12000038,All Adults,94,Renfrewshire,2020/21
2021-03-31,Male,85-94,S12000039,All Adults,39,West Dunbartonshire,2020/21
2021-03-31,Male,85-94,S12000040,All Adults,70,West Lothian,2020/21
2021-03-31,Male,85-94,S12000041,All Adults,91,Angus,2020/21
2021-03-31,Male,85-94,S12000042,All Adults,108,Dundee City,2020/21
2021-03-31,Male,85-94,S12000045,All Adults,50,East Dunbartonshire,2020/21
2021-03-31,Male,85-94,S12000047,All Adults,212,Fife,2020/21
2021-03-31,Male,85-94,S12000048,All Adults,117,Perth and Kinross,2020/21
2021-03-31,Male,85-94,S12000049,All Adults,254,Glasgow City,2020/21
2021-03-31,Male,85-94,S12000050,All Adults,89,North Lanarkshire,2020/21
2021-03-31,Male,85-94,S92000003,All Adults,2886,Scotland,2020/21
2021-03-31,Male,95 and Older,S12000006,All Adults,10,Dumfries and Galloway,2020/21
2021-03-31,Male,95 and Older,S12000008,All Adults,9,East Ayrshire,2020/21
2021-03-31,Male,95 and Older,S12000010,All Adults,10,East Lothian,2020/21
2021-03-31,Male,95 and Older,S12000011,All Adults,9,East Renfrewshire,2020/21
2021-03-31,Male,95 and Older,S12000013,All Adults,0,Na h-Eileanan Siar,2020/21
2021-03-31,Male,95 and Older,S12000014,All Adults,9,Falkirk,2020/21
2021-03-31,Male,95 and Older,S12000017,All Adults,31,Highland,2020/21
2021-03-31,Male,95 and Older,S12000018,All Adults,6,Inverclyde,2020/21
2021-03-31,Male,95 and Older,S12000019,All Adults,5,Midlothian,2020/21
2021-03-31,Male,95 and Older,S12000021,All Adults,5,North Ayrshire,2020/21
2021-03-31,Male,95 and Older,S12000026,All Adults,20,Scottish Borders,2020/21
2021-03-31,Male,95 and Older,S12000028,All Adults,21,South Ayrshire,2020/21
2021-03-31,Male,95 and Older,S12000029,All Adults,27,South Lanarkshire,2020/21
2021-03-31,Male,95 and Older,S12000033,All Adults,7,Aberdeen City,2020/21
2021-03-31,Male,95 and Older,S12000034,All Adults,30,Aberdeenshire,2020/21
2021-03-31,Male,95 and Older,S12000036,All Adults,54,City of Edinburgh,2020/21
2021-03-31,Male,95 and Older,S12000038,All Adults,12,Renfrewshire,2020/21
2021-03-31,Male,95 and Older,S12000040,All Adults,9,West Lothian,2020/21
2021-03-31,Male,95 and Older,S12000041,All Adults,9,Angus,2020/21
2021-03-31,Male,95 and Older,S12000042,All Adults,13,Dundee City,2020/21
2021-03-31,Male,95 and Older,S12000045,All Adults,11,East Dunbartonshire,2020/21
2021-03-31,Male,95 and Older,S12000047,All Adults,23,Fife,2020/21
2021-03-31,Male,95 and Older,S12000048,All Adults,22,Perth and Kinross,2020/21
2021-03-31,Male,95 and Older,S12000049,All Adults,40,Glasgow City,2020/21
2021-03-31,Male,95 and Older,S12000050,All Adults,9,North Lanarkshire,2020/21
2021-03-31,Male,95 and Older,S92000003,All Adults,420,Scotland,2020/21
2022-03-31,Female,18-64,S12000005,All Adults,44,Clackmannanshire,2021/22
2022-03-31,Female,18-64,S12000006,All Adults,15,Dumfries and Galloway,2021/22
2022-03-31,Female,18-64,S12000008,All Adults,33,East Ayrshire,2021/22
2022-03-31,Female,18-64,S12000010,All Adults,0,East Lothian,2021/22
2022-03-31,Female,18-64,S12000011,All Adults,7,East Renfrewshire,2021/22
2022-03-31,Female,18-64,S12000014,All Adults,52,Falkirk,2021/22
2022-03-31,Female,18-64,S12000017,All Adults,102,Highland,2021/22
2022-03-31,Female,18-64,S12000018,All Adults,37,Inverclyde,2021/22
2022-03-31,Female,18-64,S12000019,All Adults,38,Midlothian,2021/22
2022-03-31,Female,18-64,S12000020,All Adults,9,Moray,2021/22
2022-03-31,Female,18-64,S12000021,All Adults,27,North Ayrshire,2021/22
2022-03-31,Female,18-64,S12000026,All Adults,28,Scottish Borders,2021/22
2022-03-31,Female,18-64,S12000028,All Adults,33,South Ayrshire,2021/22
2022-03-31,Female,18-64,S12000029,All Adults,77,South Lanarkshire,2021/22
2022-03-31,Female,18-64,S12000030,All Adults,42,Stirling,2021/22
2022-03-31,Female,18-64,S12000033,All Adults,112,Aberdeen City,2021/22
2022-03-31,Female,18-64,S12000034,All Adults,74,Aberdeenshire,2021/22
2022-03-31,Female,18-64,S12000036,All Adults,77,City of Edinburgh,2021/22
2022-03-31,Female,18-64,S12000038,All Adults,46,Renfrewshire,2021/22
2022-03-31,Female,18-64,S12000040,All Adults,32,West Lothian,2021/22
2022-03-31,Female,18-64,S12000041,All Adults,40,Angus,2021/22
2022-03-31,Female,18-64,S12000042,All Adults,13,Dundee City,2021/22
2022-03-31,Female,18-64,S12000045,All Adults,8,East Dunbartonshire,2021/22
2022-03-31,Female,18-64,S12000047,All Adults,118,Fife,2021/22
2022-03-31,Female,18-64,S12000048,All Adults,61,Perth and Kinross,2021/22
2022-03-31,Female,18-64,S12000049,All Adults,213,Glasgow City,2021/22
2022-03-31,Female,18-64,S12000050,All Adults,28,North Lanarkshire,2021/22
2022-03-31,Female,18-64,S92000003,All Adults,1406,Scotland,2021/22
2022-03-31,Female,65-74,S12000005,All Adults,16,Clackmannanshire,2021/22
2022-03-31,Female,65-74,S12000006,All Adults,41,Dumfries and Galloway,2021/22
2022-03-31,Female,65-74,S12000008,All Adults,39,East Ayrshire,2021/22
2022-03-31,Female,65-74,S12000010,All Adults,29,East Lothian,2021/22
2022-03-31,Female,65-74,S12000011,All Adults,15,East Renfrewshire,2021/22
2022-03-31,Female,65-74,S12000013,All Adults,8,Na h-Eileanan Siar,2021/22
2022-03-31,Female,65-74,S12000014,All Adults,51,Falkirk,2021/22
2022-03-31,Female,65-74,S12000017,All Adults,83,Highland,2021/22
2022-03-31,Female,65-74,S12000019,All Adults,44,Midlothian,2021/22
2022-03-31,Female,65-74,S12000020,All Adults,31,Moray,2021/22
2022-03-31,Female,65-74,S12000021,All Adults,43,North Ayrshire,2021/22
2022-03-31,Female,65-74,S12000026,All Adults,22,Scottish Borders,2021/22
2022-03-31,Female,65-74,S12000027,All Adults,6,Shetland Islands,2021/22
2022-03-31,Female,65-74,S12000028,All Adults,48,South Ayrshire,2021/22
2022-03-31,Female,65-74,S12000029,All Adults,122,South Lanarkshire,2021/22
2022-03-31,Female,65-74,S12000030,All Adults,30,Stirling,2021/22
2022-03-31,Female,65-74,S12000033,All Adults,89,Aberdeen City,2021/22
2022-03-31,Female,65-74,S12000034,All Adults,91,Aberdeenshire,2021/22
2022-03-31,Female,65-74,S12000036,All Adults,113,City of Edinburgh,2021/22
2022-03-31,Female,65-74,S12000038,All Adults,76,Renfrewshire,2021/22
2022-03-31,Female,65-74,S12000039,All Adults,36,West Dunbartonshire,2021/22
2022-03-31,Female,65-74,S12000040,All Adults,54,West Lothian,2021/22
2022-03-31,Female,65-74,S12000041,All Adults,48,Angus,2021/22
2022-03-31,Female,65-74,S12000042,All Adults,55,Dundee City,2021/22
2022-03-31,Female,65-74,S12000045,All Adults,30,East Dunbartonshire,2021/22
2022-03-31,Female,65-74,S12000047,All Adults,168,Fife,2021/22
2022-03-31,Female,65-74,S12000048,All Adults,70,Perth and Kinross,2021/22
2022-03-31,Female,65-74,S12000049,All Adults,261,Glasgow City,2021/22
2022-03-31,Female,65-74,S12000050,All Adults,91,North Lanarkshire,2021/22
2022-03-31,Female,65-74,S92000003,All Adults,1873,Scotland,2021/22
2022-03-31,Female,75-84,S12000005,All Adults,49,Clackmannanshire,2021/22
2022-03-31,Female,75-84,S12000006,All Adults,177,Dumfries and Galloway,2021/22
2022-03-31,Female,75-84,S12000008,All Adults,182,East Ayrshire,2021/22
2022-03-31,Female,75-84,S12000010,All Adults,98,East Lothian,2021/22
2022-03-31,Female,75-84,S12000011,All Adults,112,East Renfrewshire,2021/22
2022-03-31,Female,75-84,S12000013,All Adults,39,Na h-Eileanan Siar,2021/22
2022-03-31,Female,75-84,S12000014,All Adults,202,Falkirk,2021/22
2022-03-31,Female,75-84,S12000017,All Adults,314,Highland,2021/22
2022-03-31,Female,75-84,S12000018,All Adults,131,Inverclyde,2021/22
2022-03-31,Female,75-84,S12000019,All Adults,89,Midlothian,2021/22
2022-03-31,Female,75-84,S12000020,All Adults,121,Moray,2021/22
2022-03-31,Female,75-84,S12000021,All Adults,184,North Ayrshire,2021/22
2022-03-31,Female,75-84,S12000023,All Adults,16,Orkney Islands,2021/22
2022-03-31,Female,75-84,S12000026,All Adults,108,Scottish Borders,2021/22
2022-03-31,Female,75-84,S12000027,All Adults,14,Shetland Islands,2021/22
2022-03-31,Female,75-84,S12000028,All Adults,177,South Ayrshire,2021/22
2022-03-31,Female,75-84,S12000029,All Adults,410,South Lanarkshire,2021/22
2022-03-31,Female,75-84,S12000030,All Adults,58,Stirling,2021/22
2022-03-31,Female,75-84,S12000033,All Adults,234,Aberdeen City,2021/22
2022-03-31,Female,75-84,S12000034,All Adults,310,Aberdeenshire,2021/22
2022-03-31,Female,75-84,S12000035,All Adults,84,Argyll and Bute,2021/22
2022-03-31,Female,75-84,S12000036,All Adults,455,City of Edinburgh,2021/22
2022-03-31,Female,75-84,S12000038,All Adults,235,Renfrewshire,2021/22
2022-03-31,Female,75-84,S12000039,All Adults,135,West Dunbartonshire,2021/22
2022-03-31,Female,75-84,S12000040,All Adults,214,West Lothian,2021/22
2022-03-31,Female,75-84,S12000041,All Adults,158,Angus,2021/22
2022-03-31,Female,75-84,S12000042,All Adults,188,Dundee City,2021/22
2022-03-31,Female,75-84,S12000045,All Adults,142,East Dunbartonshire,2021/22
2022-03-31,Female,75-84,S12000047,All Adults,485,Fife,2021/22
2022-03-31,Female,75-84,S12000048,All Adults,195,Perth and Kinross,2021/22
2022-03-31,Female,75-84,S12000049,All Adults,658,Glasgow City,2021/22
2022-03-31,Female,75-84,S12000050,All Adults,348,North Lanarkshire,2021/22
2022-03-31,Female,75-84,S92000003,All Adults,6297,Scotland,2021/22
2022-03-31,Female,85-94,S12000006,All Adults,272,Dumfries and Galloway,2021/22
2022-03-31,Female,85-94,S12000008,All Adults,196,East Ayrshire,2021/22
2022-03-31,Female,85-94,S12000010,All Adults,184,East Lothian,2021/22
2022-03-31,Female,85-94,S12000011,All Adults,179,East Renfrewshire,2021/22
2022-03-31,Female,85-94,S12000013,All Adults,70,Na h-Eileanan Siar,2021/22
2022-03-31,Female,85-94,S12000014,All Adults,254,Falkirk,2021/22
2022-03-31,Female,85-94,S12000017,All Adults,503,Highland,2021/22
2022-03-31,Female,85-94,S12000018,All Adults,165,Inverclyde,2021/22
2022-03-31,Female,85-94,S12000019,All Adults,118,Midlothian,2021/22
2022-03-31,Female,85-94,S12000020,All Adults,152,Moray,2021/22
2022-03-31,Female,85-94,S12000021,All Adults,239,North Ayrshire,2021/22
2022-03-31,Female,85-94,S12000023,All Adults,41,Orkney Islands,2021/22
2022-03-31,Female,85-94,S12000026,All Adults,190,Scottish Borders,2021/22
2022-03-31,Female,85-94,S12000027,All Adults,28,Shetland Islands,2021/22
2022-03-31,Female,85-94,S12000028,All Adults,319,South Ayrshire,2021/22
